기관코드,전체기관명,최하위기관명,대표기관코드,기관유형,폐지구분,등록자
7010928,"서울특별시교육청 난나학교","난나학교",7010000,"중학교 기타중학교과정 사립",현존,
7010977,"서울특별시교육청 국악학교","국악학교",7010000,"중학교 중학교(본교) 국립",현존,
7011099,"서울특별시교육청 미래학교","미래학교",7010000,"중학교 기타중학교과정 ",현존,
7011194,"서울특별시교육청 구로다애다문화학교","구로다애다문화학교",7010000,"중학교 기타중학교과정 ",현존,
7021122,"서울특별시교육청 서울특별시동부교육지원청 경희여자중학교","경희여자중학교",7021000,"중학교 중학교(본교) 사립",현존,
7021123,"서울특별시교육청 서울특별시동부교육지원청 경희중학교","경희중학교",7021000,"중학교 중학교(본교) 사립",현존,
7021124,"서울특별시교육청 서울특별시동부교육지원청 대광중학교","대광중학교",7021000,"중학교 중학교(본교) 사립",현존,
7021125,"서울특별시교육청 서울특별시동부교육지원청 동국대학교사범대학부속중학교","동국대학교사범대학부속중학교",7021000,"중학교 중학교(본교) 사립",현존,
7021126,"서울특별시교육청 서울특별시동부교육지원청 동대문중학교","동대문중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021127,"서울특별시교육청 서울특별시동부교육지원청 동원중학교","동원중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021128,"서울특별시교육청 서울특별시동부교육지원청 면목중학교","면목중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021129,"서울특별시교육청 서울특별시동부교육지원청 봉화중학교","봉화중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021130,"서울특별시교육청 서울특별시동부교육지원청 상봉중학교","상봉중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021131,"서울특별시교육청 서울특별시동부교육지원청 성일중학교","성일중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021132,"서울특별시교육청 서울특별시동부교육지원청 송곡여자중학교","송곡여자중학교",7021000,"중학교 중학교(본교) 사립",현존,
7021133,"서울특별시교육청 서울특별시동부교육지원청 숭인중학교","숭인중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021134,"서울특별시교육청 서울특별시동부교육지원청 신현중학교","신현중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021135,"서울특별시교육청 서울특별시동부교육지원청 영란여자중학교","영란여자중학교",7021000,"중학교 중학교(본교) 사립",현존,
7021136,"서울특별시교육청 서울특별시동부교육지원청 용마중학교","용마중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021137,"서울특별시교육청 서울특별시동부교육지원청 원묵중학교","원묵중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021138,"서울특별시교육청 서울특별시동부교육지원청 장안중학교","장안중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021139,"서울특별시교육청 서울특별시동부교육지원청 장평중학교","장평중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021140,"서울특별시교육청 서울특별시동부교육지원청 전농중학교","전농중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021141,"서울특별시교육청 서울특별시동부교육지원청 전동중학교","전동중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021142,"서울특별시교육청 서울특별시동부교육지원청 전일중학교","전일중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021143,"서울특별시교육청 서울특별시동부교육지원청 정화여자중학교","정화여자중학교",7021000,"중학교 중학교(본교) 사립",현존,
7021144,"서울특별시교육청 서울특별시동부교육지원청 중랑중학교","중랑중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021145,"서울특별시교육청 서울특별시동부교육지원청 중화중학교","중화중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021146,"서울특별시교육청 서울특별시동부교육지원청 청량중학교","청량중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021147,"서울특별시교육청 서울특별시동부교육지원청 태릉중학교","태릉중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021148,"서울특별시교육청 서울특별시동부교육지원청 혜원여자중학교","혜원여자중학교",7021000,"중학교 중학교(본교) 사립",현존,
7021149,"서울특별시교육청 서울특별시동부교육지원청 휘경여자중학교","휘경여자중학교",7021000,"중학교 중학교(본교) 사립",현존,
7021150,"서울특별시교육청 서울특별시동부교육지원청 휘경중학교","휘경중학교",7021000,"중학교 중학교(본교) 공립",현존,
7021211,"서울특별시교육청 서울특별시동부교육지원청 송곡중학교","송곡중학교",7021000,"중학교 중학교(본교) 사립",현존,
7031179,"서울특별시교육청 서울특별시서부교육지원청 경성중학교","경성중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031180,"서울특별시교육청 서울특별시서부교육지원청 광성중학교","광성중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031181,"서울특별시교육청 서울특별시서부교육지원청 구산중학교","구산중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031182,"서울특별시교육청 서울특별시서부교육지원청 대성중학교","대성중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031183,"서울특별시교육청 서울특별시서부교육지원청 덕산중학교","덕산중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031184,"서울특별시교육청 서울특별시서부교육지원청 동도중학교","동도중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031185,"서울특별시교육청 서울특별시서부교육지원청 동명여자중학교","동명여자중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031186,"서울특별시교육청 서울특별시서부교육지원청 명지중학교","명지중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031187,"서울특별시교육청 서울특별시서부교육지원청 불광중학교","불광중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031188,"서울특별시교육청 서울특별시서부교육지원청 상신중학교","상신중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031189,"서울특별시교육청 서울특별시서부교육지원청 상암중학교","상암중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031190,"서울특별시교육청 서울특별시서부교육지원청 서연중학교","서연중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031191,"서울특별시교육청 서울특별시서부교육지원청 서울여자중학교","서울여자중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031192,"서울특별시교육청 서울특별시서부교육지원청 선일여자중학교","선일여자중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031193,"서울특별시교육청 서울특별시서부교육지원청 선정중학교","선정중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031194,"서울특별시교육청 서울특별시서부교육지원청 성사중학교","성사중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031195,"서울특별시교육청 서울특별시서부교육지원청 성산중학교","성산중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031196,"서울특별시교육청 서울특별시서부교육지원청 성서중학교","성서중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031197,"서울특별시교육청 서울특별시서부교육지원청 숭문중학교","숭문중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031198,"서울특별시교육청 서울특별시서부교육지원청 숭실중학교","숭실중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031199,"서울특별시교육청 서울특별시서부교육지원청 신도중학교","신도중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031200,"서울특별시교육청 서울특별시서부교육지원청 신수중학교","신수중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031201,"서울특별시교육청 서울특별시서부교육지원청 신연중학교","신연중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031202,"서울특별시교육청 서울특별시서부교육지원청 아현중학교","아현중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031203,"서울특별시교육청 서울특별시서부교육지원청 연북중학교","연북중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031204,"서울특별시교육청 서울특별시서부교육지원청 연서중학교","연서중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031205,"서울특별시교육청 서울특별시서부교육지원청 연신중학교","연신중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031206,"서울특별시교육청 서울특별시서부교육지원청 연천중학교","연천중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031207,"서울특별시교육청 서울특별시서부교육지원청 연희중학교","연희중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031208,"서울특별시교육청 서울특별시서부교육지원청 영락중학교","영락중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031209,"서울특별시교육청 서울특별시서부교육지원청 예일여자중학교","예일여자중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031210,"서울특별시교육청 서울특별시서부교육지원청 은평중학교","은평중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031211,"서울특별시교육청 서울특별시서부교육지원청 이화여자대학교사범대학부속이화금란중학교","이화여자대학교사범대학부속이화금란중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031212,"서울특별시교육청 서울특별시서부교육지원청 인왕중학교","인왕중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031213,"서울특별시교육청 서울특별시서부교육지원청 인창중학교","인창중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031214,"서울특별시교육청 서울특별시서부교육지원청 정원여자중학교","정원여자중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031215,"서울특별시교육청 서울특별시서부교육지원청 중암중학교","중암중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031216,"서울특별시교육청 서울특별시서부교육지원청 중앙여자중학교","중앙여자중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031217,"서울특별시교육청 서울특별시서부교육지원청 증산중학교","증산중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031218,"서울특별시교육청 서울특별시서부교육지원청 진관중학교","진관중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031219,"서울특별시교육청 서울특별시서부교육지원청 창천중학교","창천중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031220,"서울특별시교육청 서울특별시서부교육지원청 충암중학교","충암중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031221,"서울특별시교육청 서울특별시서부교육지원청 한성중학교","한성중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031222,"서울특별시교육청 서울특별시서부교육지원청 홍은중학교","홍은중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031223,"서울특별시교육청 서울특별시서부교육지원청 홍익대학교사범대학부속여자중학교","홍익대학교사범대학부속여자중학교",7031000,"중학교 중학교(본교) 사립",현존,
7031261,"서울특별시교육청 서울특별시서부교육지원청 가재울중학교","가재울중학교",7031000,"중학교 중학교(본교) 공립",현존,
7031272,"서울특별시교육청 서울특별시서부교육지원청 아현중학교부설방송통신중학교","아현중학교부설방송통신중학교",7031000,"중학교 중학교(본교) 공립",현존,
7041164,"서울특별시교육청 서울특별시남부교육지원청 가산중학교","가산중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041165,"서울특별시교육청 서울특별시남부교육지원청 개봉중학교","개봉중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041166,"서울특별시교육청 서울특별시남부교육지원청 개웅중학교","개웅중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041167,"서울특별시교육청 서울특별시남부교육지원청 경인중학교","경인중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041168,"서울특별시교육청 서울특별시남부교육지원청 고척중학교","고척중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041169,"서울특별시교육청 서울특별시남부교육지원청 구로중학교","구로중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041170,"서울특별시교육청 서울특별시남부교육지원청 구일중학교","구일중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041171,"서울특별시교육청 서울특별시남부교육지원청 난곡중학교","난곡중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041172,"서울특별시교육청 서울특별시남부교육지원청 당산서중학교","당산서중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041173,"서울특별시교육청 서울특별시남부교육지원청 당산중학교","당산중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041174,"서울특별시교육청 서울특별시남부교육지원청 대림중학교","대림중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041175,"서울특별시교육청 서울특별시남부교육지원청 대영중학교","대영중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041176,"서울특별시교육청 서울특별시남부교육지원청 동일중학교","동일중학교",7041000,"중학교 중학교(본교) 사립",현존,
7041177,"서울특별시교육청 서울특별시남부교육지원청 문래중학교","문래중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041178,"서울특별시교육청 서울특별시남부교육지원청 문성중학교","문성중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041179,"서울특별시교육청 서울특별시남부교육지원청 문일중학교","문일중학교",7041000,"중학교 중학교(본교) 사립",현존,
7041180,"서울특별시교육청 서울특별시남부교육지원청 선유중학교","선유중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041181,"서울특별시교육청 서울특별시남부교육지원청 세일중학교","세일중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041182,"서울특별시교육청 서울특별시남부교육지원청 시흥중학교","시흥중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041183,"서울특별시교육청 서울특별시남부교육지원청 신도림중학교","신도림중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041184,"서울특별시교육청 서울특별시남부교육지원청 안천중학교","안천중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041185,"서울특별시교육청 서울특별시남부교육지원청 양화중학교","양화중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041186,"서울특별시교육청 서울특별시남부교육지원청 여의도중학교","여의도중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041187,"서울특별시교육청 서울특별시남부교육지원청 영남중학교","영남중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041188,"서울특별시교육청 서울특별시남부교육지원청 영림중학교","영림중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041189,"서울특별시교육청 서울특별시남부교육지원청 영서중학교","영서중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041190,"서울특별시교육청 서울특별시남부교육지원청 영원중학교","영원중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041191,"서울특별시교육청 서울특별시남부교육지원청 오남중학교","오남중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041192,"서울특별시교육청 서울특별시남부교육지원청 오류중학교","오류중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041193,"서울특별시교육청 서울특별시남부교육지원청 우신중학교","우신중학교",7041000,"중학교 중학교(본교) 사립",현존,
7041194,"서울특별시교육청 서울특별시남부교육지원청 윤중중학교","윤중중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041195,"서울특별시교육청 서울특별시남부교육지원청 한울중학교","한울중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041238,"서울특별시교육청 서울특별시남부교육지원청 천왕중학교","천왕중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041262,"서울특별시교육청 서울특별시남부교육지원청 항동중학교","항동중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041263,"서울특별시교육청 서울특별시남부교육지원청 신길중학교","신길중학교",7041000,"중학교 중학교(본교) 공립",현존,
7041274,"서울특별시교육청 서울특별시남부교육지원청 지구촌학교 중학교","중학교",7041000,"중학교 기타중학교과정 ",현존,
7041276,"서울특별시교육청 서울특별시남부교육지원청 방림고등공민학교","방림고등공민학교",7041000,"중학교 고등공민학교 ",현존,
7051259,"서울특별시교육청 서울특별시북부교육지원청 한국삼육중학교","한국삼육중학교",7051000,"중학교 중학교(본교) ",현존,
7051287,"서울특별시교육청 서울특별시북부교육지원청 청암고등공민학교","청암고등공민학교",7051000,"중학교 고등공민학교 ",현존,
7061094,"서울특별시교육청 서울특별시중부교육지원청 경신중학교","경신중학교",7061000,"중학교 중학교(본교) 사립",현존,
7061095,"서울특별시교육청 서울특별시중부교육지원청 금호여자중학교","금호여자중학교",7061000,"중학교 중학교(본교) 공립",현존,
7061096,"서울특별시교육청 서울특별시중부교육지원청 대경중학교","대경중학교",7061000,"중학교 중학교(본교) 사립",현존,
7061097,"서울특별시교육청 서울특별시중부교육지원청 대신중학교","대신중학교",7061000,"중학교 중학교(본교) 사립",현존,
7061098,"서울특별시교육청 서울특별시중부교육지원청 덕성여자중학교","덕성여자중학교",7061000,"중학교 중학교(본교) 사립",현존,
7061099,"서울특별시교육청 서울특별시중부교육지원청 덕수중학교","덕수중학교",7061000,"중학교 중학교(본교) 공립",현존,
7061100,"서울특별시교육청 서울특별시중부교육지원청 동성중학교","동성중학교",7061000,"중학교 중학교(본교) 사립",현존,
7061101,"서울특별시교육청 서울특별시중부교육지원청 배문중학교","배문중학교",7061000,"중학교 중학교(본교) 사립",현존,
7061102,"서울특별시교육청 서울특별시중부교육지원청 배화여자중학교","배화여자중학교",7061000,"중학교 중학교(본교) 사립",현존,
7061103,"서울특별시교육청 서울특별시중부교육지원청 보성여자중학교","보성여자중학교",7061000,"중학교 중학교(본교) 사립",현존,
7061104,"서울특별시교육청 서울특별시중부교육지원청 상명대학교사범대학부속여자중학교","상명대학교사범대학부속여자중학교",7061000,"중학교 중학교(본교) 사립",현존,
7061105,"서울특별시교육청 서울특별시중부교육지원청 선린중학교","선린중학교",7061000,"중학교 중학교(본교) 공립",현존,
7061106,"서울특별시교육청 서울특별시중부교육지원청 성심여자중학교","성심여자중학교",7061000,"중학교 중학교(본교) 사립",현존,
7061108,"서울특별시교육청 서울특별시중부교육지원청 신광여자중학교","신광여자중학교",7061000,"중학교 중학교(본교) 사립",현존,
7061109,"서울특별시교육청 서울특별시중부교육지원청 예원학교","예원학교",7061000,"중학교 기타중학교과정 사립",현존,
7061110,"서울특별시교육청 서울특별시중부교육지원청 오산중학교","오산중학교",7061000,"중학교 중학교(본교) 사립",현존,
7061111,"서울특별시교육청 서울특별시중부교육지원청 용강중학교","용강중학교",7061000,"중학교 중학교(본교) 공립",현존,
7061112,"서울특별시교육청 서울특별시중부교육지원청 용산중학교","용산중학교",7061000,"중학교 중학교(본교) 공립",현존,
7061113,"서울특별시교육청 서울특별시중부교육지원청 장원중학교","장원중학교",7061000,"중학교 중학교(본교) 공립",현존,
7061114,"서울특별시교육청 서울특별시중부교육지원청 장충중학교","장충중학교",7061000,"중학교 중학교(본교) 사립",현존,
7061115,"서울특별시교육청 서울특별시중부교육지원청 중앙중학교","중앙중학교",7061000,"중학교 중학교(본교) 사립",현존,
7061116,"서울특별시교육청 서울특별시중부교육지원청 창덕여자중학교","창덕여자중학교",7061000,"중학교 중학교(본교) 공립",현존,
7061117,"서울특별시교육청 서울특별시중부교육지원청 청운중학교","청운중학교",7061000,"중학교 중학교(본교) 공립",현존,
7061118,"서울특별시교육청 서울특별시중부교육지원청 한강중학교","한강중학교",7061000,"중학교 중학교(본교) 공립",현존,
7061119,"서울특별시교육청 서울특별시중부교육지원청 한양중학교","한양중학교",7061000,"중학교 중학교(본교) 사립",현존,
7061120,"서울특별시교육청 서울특별시중부교육지원청 환일중학교","환일중학교",7061000,"중학교 중학교(본교) 사립",현존,
7061127,"서울특별시교육청 서울특별시중부교육지원청 성동여자중학교","성동여자중학교",7061000,"중학교 중학교(본교) 공립",현존,
7061129,"서울특별시교육청 서울특별시중부교육지원청 서울대학교사범대학부설여자중학교","서울대학교사범대학부설여자중학교",7061000,"중학교 중학교(본교) 국립",현존,
7061162,"서울특별시교육청 서울특별시중부교육지원청 해동공민고등학교","해동공민고등학교",7061000,"중학교 중학교(본교) ",현존,
7061178,"서울특별시교육청 서울특별시중부교육지원청 여명학교(중)","여명학교(중)",7061000,"중학교 기타중학교과정 ",현존,
7061183,"서울특별시교육청 서울특별시중부교육지원청 금호중학교","금호중학교",7061000,"중학교 중학교(본교) ",현존,양지현
7081484,"서울특별시교육청 서울특별시강서양천교육지원청 강신중학교","강신중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081485,"서울특별시교육청 서울특별시강서양천교육지원청 경서중학교","경서중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081487,"서울특별시교육청 서울특별시강서양천교육지원청 공항중학교","공항중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081488,"서울특별시교육청 서울특별시강서양천교육지원청 금옥중학교","금옥중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081489,"서울특별시교육청 서울특별시강서양천교육지원청 등명중학교","등명중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081490,"서울특별시교육청 서울특별시강서양천교육지원청 등원중학교","등원중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081491,"서울특별시교육청 서울특별시강서양천교육지원청 목동중학교","목동중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081492,"서울특별시교육청 서울특별시강서양천교육지원청 목운중학교","목운중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081493,"서울특별시교육청 서울특별시강서양천교육지원청 목일중학교","목일중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081494,"서울특별시교육청 서울특별시강서양천교육지원청 방원중학교","방원중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081495,"서울특별시교육청 서울특별시강서양천교육지원청 방화중학교","방화중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081496,"서울특별시교육청 서울특별시강서양천교육지원청 백석중학교","백석중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081497,"서울특별시교육청 서울특별시강서양천교육지원청 삼정중학교","삼정중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081498,"서울특별시교육청 서울특별시강서양천교육지원청 성재중학교","성재중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081499,"서울특별시교육청 서울특별시강서양천교육지원청 송정중학교","송정중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081500,"서울특별시교육청 서울특별시강서양천교육지원청 수명중학교","수명중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081501,"서울특별시교육청 서울특별시강서양천교육지원청 신남중학교","신남중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081502,"서울특별시교육청 서울특별시강서양천교육지원청 신목중학교","신목중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081503,"서울특별시교육청 서울특별시강서양천교육지원청 신서중학교","신서중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081504,"서울특별시교육청 서울특별시강서양천교육지원청 신원중학교","신원중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081505,"서울특별시교육청 서울특별시강서양천교육지원청 신월중학교","신월중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081506,"서울특별시교육청 서울특별시강서양천교육지원청 신화중학교","신화중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081507,"서울특별시교육청 서울특별시강서양천교육지원청 양강중학교","양강중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081508,"서울특별시교육청 서울특별시강서양천교육지원청 양동중학교","양동중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081509,"서울특별시교육청 서울특별시강서양천교육지원청 양서중학교","양서중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081510,"서울특별시교육청 서울특별시강서양천교육지원청 양천중학교","양천중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081511,"서울특별시교육청 서울특별시강서양천교육지원청 염경중학교","염경중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081512,"서울특별시교육청 서울특별시강서양천교육지원청 염창중학교","염창중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081513,"서울특별시교육청 서울특별시강서양천교육지원청 월촌중학교","월촌중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081514,"서울특별시교육청 서울특별시강서양천교육지원청 화원중학교","화원중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081515,"서울특별시교육청 서울특별시강서양천교육지원청 마곡중학교","마곡중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081516,"서울특별시교육청 서울특별시강서양천교육지원청 덕원중학교","덕원중학교",7081300,"중학교 중학교(본교) 사립",현존,양지현
7081517,"서울특별시교육청 서울특별시강서양천교육지원청 등촌중학교","등촌중학교",7081300,"중학교 중학교(본교) 사립",현존,양지현
7081518,"서울특별시교육청 서울특별시강서양천교육지원청 마포중학교","마포중학교",7081300,"중학교 중학교(본교) 사립",현존,양지현
7081519,"서울특별시교육청 서울특별시강서양천교육지원청 명덕여자중학교","명덕여자중학교",7081300,"중학교 중학교(본교) 사립",현존,양지현
7081520,"서울특별시교육청 서울특별시강서양천교육지원청 봉영여자중학교","봉영여자중학교",7081300,"중학교 중학교(본교) 사립",현존,양지현
7081521,"서울특별시교육청 서울특별시강서양천교육지원청 신정여자중학교","신정여자중학교",7081300,"중학교 중학교(본교) 사립",현존,양지현
7081522,"서울특별시교육청 서울특별시강서양천교육지원청 양정중학교","양정중학교",7081300,"중학교 중학교(본교) 사립",현존,양지현
7081523,"서울특별시교육청 서울특별시강서양천교육지원청 영도중학교","영도중학교",7081300,"중학교 중학교(본교) 사립",현존,양지현
7081524,"서울특별시교육청 서울특별시강서양천교육지원청 화곡중학교","화곡중학교",7081300,"중학교 중학교(본교) 사립",현존,양지현
7081540,"서울특별시교육청 서울특별시강서양천교육지원청 마곡하늬중학교","마곡하늬중학교",7081300,"중학교 중학교(본교) 공립",현존,양지현
7081544,"서울특별시교육청 서울특별시강서양천교육지원청 여명학교(중)","여명학교(중)",7081300,"중학교 기타중학교과정 ",현존,양지현
7091420,"서울특별시교육청 서울특별시강남서초교육지원청 개원중학교","개원중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091421,"서울특별시교육청 서울특별시강남서초교육지원청 개포중학교","개포중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091422,"서울특별시교육청 서울특별시강남서초교육지원청 경원중학교","경원중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091423,"서울특별시교육청 서울특별시강남서초교육지원청 구룡중학교","구룡중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091424,"서울특별시교육청 서울특별시강남서초교육지원청 대명중학교","대명중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091425,"서울특별시교육청 서울특별시강남서초교육지원청 대왕중학교","대왕중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091426,"서울특별시교육청 서울특별시강남서초교육지원청 대청중학교","대청중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091427,"서울특별시교육청 서울특별시강남서초교육지원청 대치중학교","대치중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091428,"서울특별시교육청 서울특별시강남서초교육지원청 도곡중학교","도곡중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091429,"서울특별시교육청 서울특별시강남서초교육지원청 반포중학교","반포중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091430,"서울특별시교육청 서울특별시강남서초교육지원청 방배중학교","방배중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091431,"서울특별시교육청 서울특별시강남서초교육지원청 봉은중학교","봉은중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091432,"서울특별시교육청 서울특별시강남서초교육지원청 서운중학교","서운중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091433,"서울특별시교육청 서울특별시강남서초교육지원청 서일중학교","서일중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091434,"서울특별시교육청 서울특별시강남서초교육지원청 서초중학교","서초중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091435,"서울특별시교육청 서울특별시강남서초교육지원청 수서중학교","수서중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091436,"서울특별시교육청 서울특별시강남서초교육지원청 신구중학교","신구중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091437,"서울특별시교육청 서울특별시강남서초교육지원청 신동중학교","신동중학교",7091300,"중학교 중학교(본교) 공립",현존,
7091438,"서울특별시교육청 서울특별시강남서초교육지원청 신반포중학교","신반포중학교",7091300,"중학교 중학교(본교) 공립",현존,
