기관코드,전체기관명,최하위기관명,대표기관코드,기관유형,폐지구분,등록자
7480244,"울산광역시교육청 울산고운중학교","울산고운중학교",7480000,"중학교 기타중학교과정 ",현존,안지언
7480247,"울산광역시교육청 학성중학교부설방송통신중학교","학성중학교부설방송통신중학교",7480000,"중학교 기타중학교과정 ",현존,안지언
7491148,"울산광역시교육청 울산광역시강북교육지원청 강동중학교","강동중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491149,"울산광역시교육청 울산광역시강북교육지원청 남목중학교","남목중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491150,"울산광역시교육청 울산광역시강북교육지원청 남외중학교","남외중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491151,"울산광역시교육청 울산광역시강북교육지원청 농소중학교","농소중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491152,"울산광역시교육청 울산광역시강북교육지원청 다운중학교","다운중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491153,"울산광역시교육청 울산광역시강북교육지원청 달천중학교","달천중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491154,"울산광역시교육청 울산광역시강북교육지원청 대송중학교","대송중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491155,"울산광역시교육청 울산광역시강북교육지원청 매곡중학교","매곡중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491156,"울산광역시교육청 울산광역시강북교육지원청 명덕여자중학교","명덕여자중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491157,"울산광역시교육청 울산광역시강북교육지원청 무룡중학교","무룡중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491158,"울산광역시교육청 울산광역시강북교육지원청 방어진중학교","방어진중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491159,"울산광역시교육청 울산광역시강북교육지원청 상안중학교","상안중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491160,"울산광역시교육청 울산광역시강북교육지원청 성안중학교","성안중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491161,"울산광역시교육청 울산광역시강북교육지원청 연암중학교","연암중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491165,"울산광역시교육청 울산광역시강북교육지원청 울산제일중학교","울산제일중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491166,"울산광역시교육청 울산광역시강북교육지원청 울산중학교","울산중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491167,"울산광역시교육청 울산광역시강북교육지원청 유곡중학교","유곡중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491168,"울산광역시교육청 울산광역시강북교육지원청 이화중학교","이화중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491169,"울산광역시교육청 울산광역시강북교육지원청 일산중학교","일산중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491170,"울산광역시교육청 울산광역시강북교육지원청 진장중학교","진장중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491171,"울산광역시교육청 울산광역시강북교육지원청 천곡중학교","천곡중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491172,"울산광역시교육청 울산광역시강북교육지원청 학성여자중학교","학성여자중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491173,"울산광역시교육청 울산광역시강북교육지원청 현대중학교","현대중학교",7491000,"중학교 중학교(본교) 사립",현존,
7491174,"울산광역시교육청 울산광역시강북교육지원청 현대청운중학교","현대청운중학교",7491000,"중학교 중학교(본교) 사립",현존,
7491175,"울산광역시교육청 울산광역시강북교육지원청 호계중학교","호계중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491176,"울산광역시교육청 울산광역시강북교육지원청 화봉중학교","화봉중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491177,"울산광역시교육청 울산광역시강북교육지원청 화암중학교","화암중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491178,"울산광역시교육청 울산광역시강북교육지원청 화진중학교","화진중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491179,"울산광역시교육청 울산광역시강북교육지원청 효정중학교","효정중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491197,"울산광역시교육청 울산광역시강북교육지원청 약사중학교","약사중학교",7491000,"중학교 중학교(본교) 국립",현존,
7491199,"울산광역시교육청 울산광역시강북교육지원청 울산스포츠과학중학교","울산스포츠과학중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491206,"울산광역시교육청 울산광역시강북교육지원청 외솔중학교","외솔중학교",7491000,"중학교 중학교(본교) 공립",현존,
7491238,"울산광역시교육청 울산광역시강북교육지원청 고헌중학교","고헌중학교",7491000,"중학교 중학교(본교) ",현존,
7491245,"울산광역시교육청 울산광역시강북교육지원청 가온중학교","가온중학교",7491000,"중학교 중학교(본교) ",현존,
7491254,"울산광역시교육청 울산광역시강북교육지원청 명덕중학교","명덕중학교",7491000,"중학교 중학교(본교) 공립",현존,안지언
7501009,"울산광역시교육청 울산광역시강남교육지원청 대현중학교","대현중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501010,"울산광역시교육청 울산광역시강남교육지원청 동평중학교","동평중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501011,"울산광역시교육청 울산광역시강남교육지원청 무거중학교","무거중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501012,"울산광역시교육청 울산광역시강남교육지원청 문수중학교","문수중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501013,"울산광역시교육청 울산광역시강남교육지원청 삼호중학교","삼호중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501014,"울산광역시교육청 울산광역시강남교육지원청 신일중학교","신일중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501015,"울산광역시교육청 울산광역시강남교육지원청 신정중학교","신정중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501016,"울산광역시교육청 울산광역시강남교육지원청 야음중학교","야음중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501017,"울산광역시교육청 울산광역시강남교육지원청 옥동중학교","옥동중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501018,"울산광역시교육청 울산광역시강남교육지원청 옥현중학교","옥현중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501019,"울산광역시교육청 울산광역시강남교육지원청 울산강남중학교","울산강남중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501020,"울산광역시교육청 울산광역시강남교육지원청 울산서여자중학교","울산서여자중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501021,"울산광역시교육청 울산광역시강남교육지원청 울산중앙중학교","울산중앙중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501022,"울산광역시교육청 울산광역시강남교육지원청 월평중학교","월평중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501023,"울산광역시교육청 울산광역시강남교육지원청 태화중학교","태화중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501024,"울산광역시교육청 울산광역시강남교육지원청 학성중학교","학성중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501025,"울산광역시교육청 울산광역시강남교육지원청 구영중학교","구영중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501026,"울산광역시교육청 울산광역시강남교육지원청 범서중학교","범서중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501027,"울산광역시교육청 울산광역시강남교육지원청 천상중학교","천상중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501028,"울산광역시교육청 울산광역시강남교육지원청 남창중학교","남창중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501029,"울산광역시교육청 울산광역시강남교육지원청 두광중학교","두광중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501030,"울산광역시교육청 울산광역시강남교육지원청 삼남중학교","삼남중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501031,"울산광역시교육청 울산광역시강남교육지원청 서생중학교","서생중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501032,"울산광역시교육청 울산광역시강남교육지원청 신언중학교","신언중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501033,"울산광역시교육청 울산광역시강남교육지원청 언양중학교","언양중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501034,"울산광역시교육청 울산광역시강남교육지원청 온산중학교","온산중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501035,"울산광역시교육청 울산광역시강남교육지원청 웅촌중학교","웅촌중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501036,"울산광역시교육청 울산광역시강남교육지원청 청량중학교","청량중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501037,"울산광역시교육청 울산광역시강남교육지원청 상북중학교","상북중학교",7501000,"중학교 중학교(본교) 공립",현존,
7501225,"울산광역시교육청 울산광역시강남교육지원청 장검중학교","장검중학교",7501000,"중학교 중학교(본교) 공립",현존,
7531515,"경기도교육청 쉐마글로벌학교(중)","쉐마글로벌학교(중)",7530000,"중학교 기타중학교과정 ",현존,
7541009,"경기도교육청 경기도수원교육지원청 조원중학교","조원중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541010,"경기도교육청 경기도수원교육지원청 세류중학교","세류중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541011,"경기도교육청 경기도수원교육지원청 영동중학교","영동중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541012,"경기도교육청 경기도수원교육지원청 고색중학교","고색중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541013,"경기도교육청 경기도수원교육지원청 곡반중학교","곡반중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541014,"경기도교육청 경기도수원교육지원청 곡선중학교","곡선중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541015,"경기도교육청 경기도수원교육지원청 구운중학교","구운중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541016,"경기도교육청 경기도수원교육지원청 권선중학교","권선중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541017,"경기도교육청 경기도수원교육지원청 남수원중학교","남수원중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541018,"경기도교육청 경기도수원교육지원청 동수원중학교","동수원중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541019,"경기도교육청 경기도수원교육지원청 대평중학교","대평중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541020,"경기도교육청 경기도수원교육지원청 명인중학교","명인중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541021,"경기도교육청 경기도수원교육지원청 매원중학교","매원중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541023,"경기도교육청 경기도수원교육지원청 매현중학교","매현중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541024,"경기도교육청 경기도수원교육지원청 산남중학교","산남중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541025,"경기도교육청 경기도수원교육지원청 삼일중학교","삼일중학교",7541000,"중학교 중학교(본교) 사립",현존,
7541026,"경기도교육청 경기도수원교육지원청 수성중학교","수성중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541027,"경기도교육청 경기도수원교육지원청 수원중학교","수원중학교",7541000,"중학교 중학교(본교) 사립",현존,
7541028,"경기도교육청 경기도수원교육지원청 수원북중학교","수원북중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541029,"경기도교육청 경기도수원교육지원청 수일여자중학교","수일여자중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541030,"경기도교육청 경기도수원교육지원청 수일중학교","수일중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541031,"경기도교육청 경기도수원교육지원청 숙지중학교","숙지중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541032,"경기도교육청 경기도수원교육지원청 연무중학교","연무중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541033,"경기도교육청 경기도수원교육지원청 영덕중학교","영덕중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541034,"경기도교육청 경기도수원교육지원청 영복여자중학교","영복여자중학교",7541000,"중학교 중학교(본교) 사립",현존,
7541035,"경기도교육청 경기도수원교육지원청 영신중학교","영신중학교",7541000,"중학교 중학교(본교) 사립",현존,
7541036,"경기도교육청 경기도수원교육지원청 영일중학교","영일중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541037,"경기도교육청 경기도수원교육지원청 영통중학교","영통중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541038,"경기도교육청 경기도수원교육지원청 율전중학교","율전중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541039,"경기도교육청 경기도수원교육지원청 율현중학교","율현중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541040,"경기도교육청 경기도수원교육지원청 원천중학교","원천중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541041,"경기도교육청 경기도수원교육지원청 이목중학교","이목중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541042,"경기도교육청 경기도수원교육지원청 천천중학교","천천중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541043,"경기도교육청 경기도수원교육지원청 청명중학교","청명중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541044,"경기도교육청 경기도수원교육지원청 칠보중학교","칠보중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541045,"경기도교육청 경기도수원교육지원청 태장중학교","태장중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541046,"경기도교육청 경기도수원교육지원청 호매실중학교","호매실중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541047,"경기도교육청 경기도수원교육지원청 화홍중학교","화홍중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541048,"경기도교육청 경기도수원교육지원청 망포중학교","망포중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541049,"경기도교육청 경기도수원교육지원청 정천중학교","정천중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541050,"경기도교육청 경기도수원교육지원청 수원제일중학교","수원제일중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541051,"경기도교육청 경기도수원교육지원청 서호중학교","서호중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541052,"경기도교육청 경기도수원교육지원청 송원중학교","송원중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541053,"경기도교육청 경기도수원교육지원청 잠원중학교","잠원중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541054,"경기도교육청 경기도수원교육지원청 상촌중학교","상촌중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541055,"경기도교육청 경기도수원교육지원청 창용중학교","창용중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541056,"경기도교육청 경기도수원교육지원청 동성중학교","동성중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541057,"경기도교육청 경기도수원교육지원청 중앙기독중학교","중앙기독중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541058,"경기도교육청 경기도수원교육지원청 수원원일중학교","수원원일중학교",7541000,"중학교 중학교(본교) ",현존,
7541059,"경기도교육청 경기도수원교육지원청 매향중학교","매향중학교",7541000,"중학교 중학교(본교) 사립",현존,
7541236,"경기도교육청 경기도수원교육지원청 매탄중학교","매탄중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541327,"경기도교육청 경기도수원교육지원청 경기체육중학교","경기체육중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541332,"경기도교육청 경기도수원교육지원청 광교중학교","광교중학교",7541000,"중학교 중학교(본교) ",현존,
7541333,"경기도교육청 경기도수원교육지원청 이의중학교","이의중학교",7541000,"중학교 중학교(본교) ",현존,
7541354,"경기도교육청 경기도수원교육지원청 능실중학교","능실중학교",7541000,"중학교 중학교(본교) ",현존,
7541355,"경기도교육청 경기도수원교육지원청 수원다산중학교","수원다산중학교",7541000,"중학교 중학교(본교) ",현존,
7541375,"경기도교육청 경기도수원교육지원청 수원제일중학교부설방송통신중학교","수원제일중학교부설방송통신중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541405,"경기도교육청 경기도수원교육지원청 광교호수중학교","광교호수중학교",7541000,"중학교 중학교(본교) ",현존,박헌
7541467,"경기도교육청 경기도수원교육지원청 규장중학교","규장중학교",7541000,"중학교 중학교(본교) 공립",현존,
7541474,"경기도교육청 경기도수원교육지원청 수원고등공민학교","수원고등공민학교",7541000,"중학교 고등공민학교 ",현존,박헌
7541475,"경기도교육청 경기도수원교육지원청 수원광명고등공민학교","수원광명고등공민학교",7541000,"중학교 고등공민학교 ",현존,박헌
7541476,"경기도교육청 경기도수원교육지원청 수원중앙고등공민학교","수원중앙고등공민학교",7541000,"중학교 고등공민학교 ",현존,박헌
7551009,"경기도교육청 경기도성남교육지원청 늘푸른중학교","늘푸른중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551010,"경기도교육청 경기도성남교육지원청 샛별중학교","샛별중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551011,"경기도교육청 경기도성남교육지원청 구미중학교","구미중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551012,"경기도교육청 경기도성남교육지원청 금광중학교","금광중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551013,"경기도교육청 경기도성남교육지원청 내정중학교","내정중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551014,"경기도교육청 경기도성남교육지원청 대원여자중학교","대원여자중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551015,"경기도교육청 경기도성남교육지원청 매송중학교","매송중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551016,"경기도교육청 경기도성남교육지원청 백현중학교","백현중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551017,"경기도교육청 경기도성남교육지원청 분당중학교","분당중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551018,"경기도교육청 경기도성남교육지원청 불곡중학교","불곡중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551019,"경기도교육청 경기도성남교육지원청 상원여자중학교","상원여자중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551020,"경기도교육청 경기도성남교육지원청 서현중학교","서현중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551021,"경기도교육청 경기도성남교육지원청 성남동중학교","성남동중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551022,"경기도교육청 경기도성남교육지원청 성남문원중학교","성남문원중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551023,"경기도교육청 경기도성남교육지원청 성남서중학교","성남서중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551024,"경기도교육청 경기도성남교육지원청 성남여자중학교","성남여자중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551025,"경기도교육청 경기도성남교육지원청 성남중학교","성남중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551026,"경기도교육청 경기도성남교육지원청 수내중학교","수내중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551027,"경기도교육청 경기도성남교육지원청 야탑중학교","야탑중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551028,"경기도교육청 경기도성남교육지원청 양영중학교","양영중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551029,"경기도교육청 경기도성남교육지원청 영성여자중학교","영성여자중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551030,"경기도교육청 경기도성남교육지원청 영성중학교","영성중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551031,"경기도교육청 경기도성남교육지원청 은행중학교","은행중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551032,"경기도교육청 경기도성남교육지원청 이매중학교","이매중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551033,"경기도교육청 경기도성남교육지원청 장안중학교","장안중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551034,"경기도교육청 경기도성남교육지원청 정자중학교","정자중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551035,"경기도교육청 경기도성남교육지원청 창곡여자중학교","창곡여자중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551036,"경기도교육청 경기도성남교육지원청 창곡중학교","창곡중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551037,"경기도교육청 경기도성남교육지원청 청솔중학교","청솔중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551038,"경기도교육청 경기도성남교육지원청 태평중학교","태평중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551039,"경기도교육청 경기도성남교육지원청 하탑중학교","하탑중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551040,"경기도교육청 경기도성남교육지원청 성일여자중학교","성일여자중학교",7551000,"중학교 중학교(본교) 사립",현존,
7551041,"경기도교육청 경기도성남교육지원청 성일중학교","성일중학교",7551000,"중학교 중학교(본교) 사립",현존,
7551042,"경기도교육청 경기도성남교육지원청 송림중학교","송림중학교",7551000,"중학교 중학교(본교) 사립",현존,
7551043,"경기도교육청 경기도성남교육지원청 숭신여자중학교","숭신여자중학교",7551000,"중학교 중학교(본교) 사립",현존,
7551044,"경기도교육청 경기도성남교육지원청 풍생중학교","풍생중학교",7551000,"중학교 중학교(본교) 사립",현존,
7551045,"경기도교육청 경기도성남교육지원청 이우중학교","이우중학교",7551000,"중학교 중학교(본교) 사립",현존,
7551151,"경기도교육청 경기도성남교육지원청 도촌중학교","도촌중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551152,"경기도교육청 경기도성남교육지원청 수진중학교","수진중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551156,"경기도교육청 경기도성남교육지원청 보평중학교","보평중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551157,"경기도교육청 경기도성남교육지원청 삼평중학교","삼평중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551158,"경기도교육청 경기도성남교육지원청 운중중학교","운중중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551159,"경기도교육청 경기도성남교육지원청 판교중학교","판교중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551236,"경기도교육청 경기도성남교육지원청 낙원중학교","낙원중학교",7551000,"중학교 중학교(본교) ",현존,
7551237,"경기도교육청 경기도성남교육지원청 신백현중학교","신백현중학교",7551000,"중학교 중학교(본교) ",현존,
7551243,"경기도교육청 경기도성남교육지원청 동광여자중학교","동광여자중학교",7551000,"중학교 중학교(본교) ",현존,
7551251,"경기도교육청 경기도성남교육지원청 동광중학교","동광중학교",7551000,"중학교 중학교(본교) ",현존,
7551253,"경기도교육청 경기도성남교육지원청 대원중학교","대원중학교",7551000,"중학교 중학교(본교) ",현존,
7551277,"경기도교육청 경기도성남교육지원청 위례중앙중학교","위례중앙중학교",7551000,"중학교 중학교(본교) ",현존,
7551278,"경기도교육청 경기도성남교육지원청 위례한빛중학교","위례한빛중학교",7551000,"중학교 중학교(본교) ",현존,
7551282,"경기도교육청 경기도성남교육지원청 삼평중학교부설방송통신중학교","삼평중학교부설방송통신중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551287,"경기도교육청 경기도성남교육지원청 창성중학교","창성중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551295,"경기도교육청 경기도성남교육지원청 계원예술중학교","계원예술중학교",7551000,"중학교 중학교(본교) 사립",현존,
7551297,"경기도교육청 경기도성남교육지원청 판교대장중학교","판교대장중학교",7551000,"중학교 중학교(본교) 공립",현존,
7551333,"경기도교육청 경기도성남교육지원청 분당구미중학교","분당구미중학교",7551000,"중학교 중학교(본교) ",현존,박헌
7551334,"경기도교육청 경기도성남교육지원청 숭신중학교","숭신중학교",7551000,"중학교 중학교(본교) 사립",현존,박헌
7561003,"경기도교육청 경기도의정부교육지원청 경민중학교","경민중학교",7561000,"중학교 중학교(본교) 사립",현존,
7561004,"경기도교육청 경기도의정부교육지원청 경민여자중학교","경민여자중학교",7561000,"중학교 중학교(본교) 사립",현존,
7561005,"경기도교육청 경기도의정부교육지원청 민락중학교","민락중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561006,"경기도교육청 경기도의정부교육지원청 발곡중학교","발곡중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561007,"경기도교육청 경기도의정부교육지원청 부용중학교","부용중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561008,"경기도교육청 경기도의정부교육지원청 신곡중학교","신곡중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561010,"경기도교육청 경기도의정부교육지원청 의정부중학교","의정부중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561011,"경기도교육청 경기도의정부교육지원청 의정부여자중학교","의정부여자중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561012,"경기도교육청 경기도의정부교육지원청 천보중학교","천보중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561013,"경기도교육청 경기도의정부교육지원청 충의중학교","충의중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561014,"경기도교육청 경기도의정부교육지원청 호원중학교","호원중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561015,"경기도교육청 경기도의정부교육지원청 효자중학교","효자중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561016,"경기도교육청 경기도의정부교육지원청 회룡중학교","회룡중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561075,"경기도교육청 경기도의정부교육지원청 금오중학교","금오중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561080,"경기도교육청 경기도의정부교육지원청 녹양중학교","녹양중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561081,"경기도교육청 경기도의정부교육지원청 동암중학교","동암중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561082,"경기도교육청 경기도의정부교육지원청 솔뫼중학교","솔뫼중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561125,"경기도교육청 경기도의정부교육지원청 송양중학교","송양중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561126,"경기도교육청 경기도의정부교육지원청 호원중학교부설방송통신중학교","호원중학교부설방송통신중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561134,"경기도교육청 경기도의정부교육지원청 다온중학교","다온중학교",7561000,"중학교 중학교(본교) 공립",현존,
7561145,"경기도교육청 경기도의정부교육지원청 훈민중학교","훈민중학교",7561000,"중학교 중학교(본교) 공립",현존,
7569053,"경기도교육청 경기도안양과천교육지원청 과천중학교","과천중학교",7569000,"중학교 중학교(본교) 공립",현존,
7569054,"경기도교육청 경기도안양과천교육지원청 과천문원중학교","과천문원중학교",7569000,"중학교 중학교(본교) 공립",현존,
7569055,"경기도교육청 경기도안양과천교육지원청 관양중학교","관양중학교",7569000,"중학교 중학교(본교) 공립",현존,
7569056,"경기도교육청 경기도안양과천교육지원청 귀인중학교","귀인중학교",7569000,"중학교 중학교(본교) 공립",현존,
7569057,"경기도교육청 경기도안양과천교육지원청 대안중학교","대안중학교",7569000,"중학교 중학교(본교) 공립",현존,
7569058,"경기도교육청 경기도안양과천교육지원청 대안여자중학교","대안여자중학교",7569000,"중학교 중학교(본교) 공립",현존,
7569059,"경기도교육청 경기도안양과천교육지원청 범계중학교","범계중학교",7569000,"중학교 중학교(본교) 공립",현존,
7569060,"경기도교육청 경기도안양과천교육지원청 부림중학교","부림중학교",7569000,"중학교 중학교(본교) 공립",현존,
7569061,"경기도교육청 경기도안양과천교육지원청 부안중학교","부안중학교",7569000,"중학교 중학교(본교) 공립",현존,
7569062,"경기도교육청 경기도안양과천교육지원청 비산중학교","비산중학교",7569000,"중학교 중학교(본교) 공립",현존,
7569063,"경기도교육청 경기도안양과천교육지원청 신기중학교","신기중학교",7569000,"중학교 중학교(본교) 공립",현존,
7569064,"경기도교육청 경기도안양과천교육지원청 신안중학교","신안중학교",7569000,"중학교 중학교(본교) 공립",현존,
7569065,"경기도교육청 경기도안양과천교육지원청 안양중학교","안양중학교",7569000,"중학교 중학교(본교) 공립",현존,
7569066,"경기도교육청 경기도안양과천교육지원청 안양부흥중학교","안양부흥중학교",7569000,"중학교 중학교(본교) 공립",현존,
7569067,"경기도교육청 경기도안양과천교육지원청 안양서중학교","안양서중학교",7569000,"중학교 중학교(본교) 공립",현존,
7569069,"경기도교육청 경기도안양과천교육지원청 연현중학교","연현중학교",7569000,"중학교 중학교(본교) 공립",현존,
7569070,"경기도교육청 경기도안양과천교육지원청 인덕원중학교","인덕원중학교",7569000,"중학교 중학교(본교) 공립",현존,
